Hardware Time,Global Time\Signal,CAN1.Diag703.Diag703_Resp_0,CAN1.Diag703.Diag703_Resp_1,CAN1.Diag703.Diag703_Resp_2,CAN1.Diag703.Diag703_Resp_3,CAN1.Diag703.Diag703_Resp_4,CAN1.Diag703.Diag703_Resp_5,CAN1.Diag703.Diag703_Resp_6,CAN1.Diag703.Diag703_Resp_7,Raw Data
387.365444,2021-05-21 22:03:27.365,41,0,0,25,0,0,0,25,CAN=387.365444 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
387.416445,2021-05-21 22:03:27.416,42,0,0,0,25,0,0,0,CAN=387.416445 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
387.522336,2021-05-21 22:03:27.522,16,76,113,0,0,65,0,0,CAN=387.522336 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
387.5237,2021-05-21 22:03:27.523,33,0,0,61,0,0,0,35,CAN=387.5237 Rx 0 $703 D 8 21 00 00 3D 00 00 00 23 
387.574436,2021-05-21 22:03:27.574,34,0,0,0,2,49,0,0,CAN=387.574436 Rx 0 $703 D 8 22 00 00 00 02 31 00 00 
387.625426,2021-05-21 22:03:27.625,35,251,48,0,0,4,49,0,CAN=387.625426 Rx 0 $703 D 8 23 FB 30 00 00 04 31 00 
387.67642,2021-05-21 22:03:27.676,36,0,238,48,0,0,230,48,CAN=387.67642 Rx 0 $703 D 8 24 00 EE 30 00 00 E6 30 
387.727419,2021-05-21 22:03:27.727,37,0,0,230,48,0,0,25,CAN=387.727419 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
387.778418,2021-05-21 22:03:27.778,38,0,0,0,25,0,0,0,CAN=387.778418 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
387.82941,2021-05-21 22:03:27.829,39,25,0,0,0,151,5,0,CAN=387.82941 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
387.880409,2021-05-21 22:03:27.880,40,0,151,5,0,0,151,5,CAN=387.880409 Rx 0 $703 D 8 28 00 97 05 00 00 97 05 
387.931406,2021-05-21 22:03:27.931,41,0,0,25,0,0,0,25,CAN=387.931406 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
387.982407,2021-05-21 22:03:27.982,42,0,0,0,25,0,0,0,CAN=387.982407 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
388.0871,2021-05-21 22:03:28.087,16,76,113,0,0,65,0,0,CAN=388.0871 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
388.088686,2021-05-21 22:03:28.088,33,0,0,61,0,0,0,35,CAN=388.088686 Rx 0 $703 D 8 21 00 00 3D 00 00 00 23 
388.139391,2021-05-21 22:03:28.139,34,0,0,0,10,49,0,0,CAN=388.139391 Rx 0 $703 D 8 22 00 00 00 0A 31 00 00 
388.190386,2021-05-21 22:03:28.190,35,2,49,0,0,5,49,0,CAN=388.190386 Rx 0 $703 D 8 23 02 31 00 00 05 31 00 
388.241384,2021-05-21 22:03:28.241,36,0,234,48,0,0,234,48,CAN=388.241384 Rx 0 $703 D 8 24 00 EA 30 00 00 EA 30 
388.292381,2021-05-21 22:03:28.292,37,0,0,229,48,0,0,25,CAN=388.292381 Rx 0 $703 D 8 25 00 00 E5 30 00 00 19 
388.34338,2021-05-21 22:03:28.343,38,0,0,0,25,0,0,0,CAN=388.34338 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
388.394372,2021-05-21 22:03:28.394,39,25,0,0,0,150,5,0,CAN=388.394372 Rx 0 $703 D 8 27 19 00 00 00 96 05 00 
388.445371,2021-05-21 22:03:28.445,40,0,151,5,0,0,151,5,CAN=388.445371 Rx 0 $703 D 8 28 00 97 05 00 00 97 05 
388.496368,2021-05-21 22:03:28.496,41,0,0,25,0,0,0,25,CAN=388.496368 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
388.547369,2021-05-21 22:03:28.547,42,0,0,0,25,0,0,0,CAN=388.547369 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
391.75685,2021-05-21 22:03:31.756,16,76,113,0,0,65,0,0,CAN=391.75685 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
391.757971,2021-05-21 22:03:31.757,33,0,0,0,0,0,0,35,CAN=391.757971 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
391.808146,2021-05-21 22:03:31.808,34,0,0,0,36,49,0,0,CAN=391.808146 Rx 0 $703 D 8 22 00 00 00 24 31 00 00 
391.859137,2021-05-21 22:03:31.859,35,18,49,0,0,7,49,0,CAN=391.859137 Rx 0 $703 D 8 23 12 31 00 00 07 31 00 
391.910138,2021-05-21 22:03:31.910,36,0,229,48,0,0,232,48,CAN=391.910138 Rx 0 $703 D 8 24 00 E5 30 00 00 E8 30 
391.961133,2021-05-21 22:03:31.961,37,0,0,230,48,0,0,25,CAN=391.961133 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
392.012133,2021-05-21 22:03:32.012,38,0,0,0,25,0,0,0,CAN=392.012133 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
392.063124,2021-05-21 22:03:32.063,39,25,0,0,0,150,5,0,CAN=392.063124 Rx 0 $703 D 8 27 19 00 00 00 96 05 00 
392.114121,2021-05-21 22:03:32.114,40,0,151,5,0,0,150,5,CAN=392.114121 Rx 0 $703 D 8 28 00 97 05 00 00 96 05 
392.16512,2021-05-21 22:03:32.165,41,0,0,25,0,0,0,25,CAN=392.16512 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
392.216121,2021-05-21 22:03:32.216,42,0,0,0,25,0,0,0,CAN=392.216121 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
392.322016,2021-05-21 22:03:32.322,16,76,113,0,0,65,0,0,CAN=392.322016 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
392.323407,2021-05-21 22:03:32.323,33,0,0,0,0,0,0,35,CAN=392.323407 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
392.374108,2021-05-21 22:03:32.374,34,0,0,0,25,49,0,0,CAN=392.374108 Rx 0 $703 D 8 22 00 00 00 19 31 00 00 
392.425097,2021-05-21 22:03:32.425,35,13,49,0,0,5,49,0,CAN=392.425097 Rx 0 $703 D 8 23 0D 31 00 00 05 31 00 
392.476103,2021-05-21 22:03:32.476,36,0,243,48,0,0,241,48,CAN=392.476103 Rx 0 $703 D 8 24 00 F3 30 00 00 F1 30 
392.527096,2021-05-21 22:03:32.527,37,0,0,230,48,0,0,25,CAN=392.527096 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
392.578095,2021-05-21 22:03:32.578,38,0,0,0,25,0,0,0,CAN=392.578095 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
392.629087,2021-05-21 22:03:32.629,39,25,0,0,0,151,5,0,CAN=392.629087 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
392.680084,2021-05-21 22:03:32.680,40,0,151,5,0,0,150,5,CAN=392.680084 Rx 0 $703 D 8 28 00 97 05 00 00 96 05 
392.731083,2021-05-21 22:03:32.731,41,0,0,25,0,0,0,25,CAN=392.731083 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
392.782082,2021-05-21 22:03:32.782,42,0,0,0,25,0,0,0,CAN=392.782082 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
392.886777,2021-05-21 22:03:32.886,16,76,113,0,0,65,0,0,CAN=392.886777 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
392.888133,2021-05-21 22:03:32.888,33,0,0,0,0,0,0,35,CAN=392.888133 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
392.93907,2021-05-21 22:03:32.939,34,0,0,0,25,49,0,0,CAN=392.93907 Rx 0 $703 D 8 22 00 00 00 19 31 00 00 
392.99006,2021-05-21 22:03:32.990,35,13,49,0,0,5,49,0,CAN=392.99006 Rx 0 $703 D 8 23 0D 31 00 00 05 31 00 
393.041064,2021-05-21 22:03:33.041,36,0,243,48,0,0,241,48,CAN=393.041064 Rx 0 $703 D 8 24 00 F3 30 00 00 F1 30 
393.092058,2021-05-21 22:03:33.092,37,0,0,230,48,0,0,25,CAN=393.092058 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
393.143057,2021-05-21 22:03:33.143,38,0,0,0,25,0,0,0,CAN=393.143057 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
393.194049,2021-05-21 22:03:33.194,39,25,0,0,0,151,5,0,CAN=393.194049 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
393.245045,2021-05-21 22:03:33.245,40,0,151,5,0,0,150,5,CAN=393.245045 Rx 0 $703 D 8 28 00 97 05 00 00 96 05 
393.296044,2021-05-21 22:03:33.296,41,0,0,25,0,0,0,25,CAN=393.296044 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
393.347044,2021-05-21 22:03:33.347,42,0,0,0,25,0,0,0,CAN=393.347044 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
396.556527,2021-05-21 22:03:36.556,16,76,113,0,0,65,0,0,CAN=396.556527 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
396.557871,2021-05-21 22:03:36.557,33,0,0,0,0,0,0,35,CAN=396.557871 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
396.608828,2021-05-21 22:03:36.608,34,0,0,0,250,48,0,0,CAN=396.608828 Rx 0 $703 D 8 22 00 00 00 FA 30 00 00 
396.659812,2021-05-21 22:03:36.659,35,15,49,0,0,1,49,0,CAN=396.659812 Rx 0 $703 D 8 23 0F 31 00 00 01 31 00 
396.710809,2021-05-21 22:03:36.710,36,0,233,48,0,0,231,48,CAN=396.710809 Rx 0 $703 D 8 24 00 E9 30 00 00 E7 30 
396.76181,2021-05-21 22:03:36.761,37,0,0,232,48,0,0,25,CAN=396.76181 Rx 0 $703 D 8 25 00 00 E8 30 00 00 19 
396.81281,2021-05-21 22:03:36.812,38,0,0,0,25,0,0,0,CAN=396.81281 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
396.863803,2021-05-21 22:03:36.863,39,25,0,0,0,152,5,0,CAN=396.863803 Rx 0 $703 D 8 27 19 00 00 00 98 05 00 
396.914801,2021-05-21 22:03:36.914,40,0,151,5,0,0,151,5,CAN=396.914801 Rx 0 $703 D 8 28 00 97 05 00 00 97 05 
396.965797,2021-05-21 22:03:36.965,41,0,0,25,0,0,0,25,CAN=396.965797 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
397.016797,2021-05-21 22:03:37.016,42,0,0,0,25,0,0,0,CAN=397.016797 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
397.121694,2021-05-21 22:03:37.121,16,76,113,0,0,65,0,0,CAN=397.121694 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
397.122856,2021-05-21 22:03:37.122,33,0,0,0,0,0,0,35,CAN=397.122856 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
397.173782,2021-05-21 22:03:37.173,34,0,0,0,13,49,0,0,CAN=397.173782 Rx 0 $703 D 8 22 00 00 00 0D 31 00 00 
397.224773,2021-05-21 22:03:37.224,35,19,49,0,0,3,49,0,CAN=397.224773 Rx 0 $703 D 8 23 13 31 00 00 03 31 00 
397.275772,2021-05-21 22:03:37.275,36,0,229,48,0,0,236,48,CAN=397.275772 Rx 0 $703 D 8 24 00 E5 30 00 00 EC 30 
397.326772,2021-05-21 22:03:37.326,37,0,0,234,48,0,0,25,CAN=397.326772 Rx 0 $703 D 8 25 00 00 EA 30 00 00 19 
397.377772,2021-05-21 22:03:37.377,38,0,0,0,25,0,0,0,CAN=397.377772 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
397.428763,2021-05-21 22:03:37.428,39,25,0,0,0,151,5,0,CAN=397.428763 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
397.479762,2021-05-21 22:03:37.479,40,0,151,5,0,0,151,5,CAN=397.479762 Rx 0 $703 D 8 28 00 97 05 00 00 97 05 
397.530758,2021-05-21 22:03:37.530,41,0,0,25,0,0,0,25,CAN=397.530758 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
397.581759,2021-05-21 22:03:37.581,42,0,0,0,25,0,0,0,CAN=397.581759 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
397.68646,2021-05-21 22:03:37.686,16,76,113,0,0,65,0,0,CAN=397.68646 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
397.687586,2021-05-21 22:03:37.687,33,0,0,0,0,0,0,35,CAN=397.687586 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
397.737747,2021-05-21 22:03:37.737,34,0,0,0,13,49,0,0,CAN=397.737747 Rx 0 $703 D 8 22 00 00 00 0D 31 00 00 
397.788735,2021-05-21 22:03:37.788,35,19,49,0,0,3,49,0,CAN=397.788735 Rx 0 $703 D 8 23 13 31 00 00 03 31 00 
397.839734,2021-05-21 22:03:37.839,36,0,229,48,0,0,236,48,CAN=397.839734 Rx 0 $703 D 8 24 00 E5 30 00 00 EC 30 
397.890735,2021-05-21 22:03:37.890,37,0,0,234,48,0,0,25,CAN=397.890735 Rx 0 $703 D 8 25 00 00 EA 30 00 00 19 
397.941734,2021-05-21 22:03:37.941,38,0,0,0,25,0,0,0,CAN=397.941734 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
397.992726,2021-05-21 22:03:37.992,39,25,0,0,0,151,5,0,CAN=397.992726 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
398.043723,2021-05-21 22:03:38.043,40,0,151,5,0,0,151,5,CAN=398.043723 Rx 0 $703 D 8 28 00 97 05 00 00 97 05 
398.09472,2021-05-21 22:03:38.094,41,0,0,25,0,0,0,25,CAN=398.09472 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
398.145721,2021-05-21 22:03:38.145,42,0,0,0,25,0,0,0,CAN=398.145721 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
401.356203,2021-05-21 22:03:41.356,16,76,113,0,0,65,0,0,CAN=401.356203 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
401.357326,2021-05-21 22:03:41.357,33,0,0,0,0,0,0,35,CAN=401.357326 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
401.407499,2021-05-21 22:03:41.407,34,0,0,0,27,49,0,0,CAN=401.407499 Rx 0 $703 D 8 22 00 00 00 1B 31 00 00 
401.458488,2021-05-21 22:03:41.458,35,10,49,0,0,5,49,0,CAN=401.458488 Rx 0 $703 D 8 23 0A 31 00 00 05 31 00 
401.509488,2021-05-21 22:03:41.509,36,0,223,48,0,0,228,48,CAN=401.509488 Rx 0 $703 D 8 24 00 DF 30 00 00 E4 30 
401.560487,2021-05-21 22:03:41.560,37,0,0,232,48,0,0,25,CAN=401.560487 Rx 0 $703 D 8 25 00 00 E8 30 00 00 19 
401.611485,2021-05-21 22:03:41.611,38,0,0,0,25,0,0,0,CAN=401.611485 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
401.662482,2021-05-21 22:03:41.662,39,25,0,0,0,149,5,0,CAN=401.662482 Rx 0 $703 D 8 27 19 00 00 00 95 05 00 
401.713477,2021-05-21 22:03:41.713,40,0,150,5,0,0,151,5,CAN=401.713477 Rx 0 $703 D 8 28 00 96 05 00 00 97 05 
401.764473,2021-05-21 22:03:41.764,41,0,0,25,0,0,0,25,CAN=401.764473 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
401.815474,2021-05-21 22:03:41.815,42,0,0,0,25,0,0,0,CAN=401.815474 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
401.921365,2021-05-21 22:03:41.921,16,76,113,0,0,65,0,0,CAN=401.921365 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
401.922676,2021-05-21 22:03:41.922,33,0,0,0,0,0,0,35,CAN=401.922676 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
401.973462,2021-05-21 22:03:41.973,34,0,0,0,27,49,0,0,CAN=401.973462 Rx 0 $703 D 8 22 00 00 00 1B 31 00 00 
402.024449,2021-05-21 22:03:42.024,35,10,49,0,0,5,49,0,CAN=402.024449 Rx 0 $703 D 8 23 0A 31 00 00 05 31 00 
402.07545,2021-05-21 22:03:42.075,36,0,223,48,0,0,228,48,CAN=402.07545 Rx 0 $703 D 8 24 00 DF 30 00 00 E4 30 
402.12663,2021-05-21 22:03:42.126,37,0,0,232,48,0,0,25,CAN=402.12663 Rx 0 $703 D 8 25 00 00 E8 30 00 00 19 
402.177449,2021-05-21 22:03:42.177,38,0,0,0,25,0,0,0,CAN=402.177449 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
402.228443,2021-05-21 22:03:42.228,39,25,0,0,0,149,5,0,CAN=402.228443 Rx 0 $703 D 8 27 19 00 00 00 95 05 00 
402.279438,2021-05-21 22:03:42.279,40,0,150,5,0,0,151,5,CAN=402.279438 Rx 0 $703 D 8 28 00 96 05 00 00 97 05 
402.330434,2021-05-21 22:03:42.330,41,0,0,25,0,0,0,25,CAN=402.330434 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
402.381435,2021-05-21 22:03:42.381,42,0,0,0,25,0,0,0,CAN=402.381435 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
402.486128,2021-05-21 22:03:42.486,16,76,113,0,0,65,0,0,CAN=402.486128 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
402.487152,2021-05-21 22:03:42.487,33,0,0,0,0,0,0,35,CAN=402.487152 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
402.537421,2021-05-21 22:03:42.537,34,0,0,0,15,49,0,0,CAN=402.537421 Rx 0 $703 D 8 22 00 00 00 0F 31 00 00 
402.588413,2021-05-21 22:03:42.588,35,14,49,0,0,5,49,0,CAN=402.588413 Rx 0 $703 D 8 23 0E 31 00 00 05 31 00 
402.639414,2021-05-21 22:03:42.639,36,0,217,48,0,0,223,48,CAN=402.639414 Rx 0 $703 D 8 24 00 D9 30 00 00 DF 30 
402.69041,2021-05-21 22:03:42.690,37,0,0,234,48,0,0,25,CAN=402.69041 Rx 0 $703 D 8 25 00 00 EA 30 00 00 19 
402.741409,2021-05-21 22:03:42.741,38,0,0,0,25,0,0,0,CAN=402.741409 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
402.792403,2021-05-21 22:03:42.792,39,25,0,0,0,148,5,0,CAN=402.792403 Rx 0 $703 D 8 27 19 00 00 00 94 05 00 
402.843398,2021-05-21 22:03:42.843,40,0,150,5,0,0,150,5,CAN=402.843398 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
402.894397,2021-05-21 22:03:42.894,41,0,0,25,0,0,0,25,CAN=402.894397 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
402.945396,2021-05-21 22:03:42.945,42,0,0,0,25,0,0,0,CAN=402.945396 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
406.155879,2021-05-21 22:03:46.155,16,76,113,0,0,65,0,0,CAN=406.155879 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
406.157388,2021-05-21 22:03:46.157,33,0,0,0,0,0,0,35,CAN=406.157388 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
406.208179,2021-05-21 22:03:46.208,34,0,0,0,251,48,0,0,CAN=406.208179 Rx 0 $703 D 8 22 00 00 00 FB 30 00 00 
406.259166,2021-05-21 22:03:46.259,35,11,49,0,0,7,49,0,CAN=406.259166 Rx 0 $703 D 8 23 0B 31 00 00 07 31 00 
406.310166,2021-05-21 22:03:46.310,36,0,226,48,0,0,224,48,CAN=406.310166 Rx 0 $703 D 8 24 00 E2 30 00 00 E0 30 
406.361163,2021-05-21 22:03:46.361,37,0,0,230,48,0,0,25,CAN=406.361163 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
406.41216,2021-05-21 22:03:46.412,38,0,0,0,25,0,0,0,CAN=406.41216 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
406.463154,2021-05-21 22:03:46.463,39,25,0,0,0,151,5,0,CAN=406.463154 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
406.514154,2021-05-21 22:03:46.514,40,0,150,5,0,0,151,5,CAN=406.514154 Rx 0 $703 D 8 28 00 96 05 00 00 97 05 
406.565149,2021-05-21 22:03:46.565,41,0,0,25,0,0,0,25,CAN=406.565149 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
406.61615,2021-05-21 22:03:46.616,42,0,0,0,25,0,0,0,CAN=406.61615 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
406.721042,2021-05-21 22:03:46.721,16,76,113,0,0,65,0,0,CAN=406.721042 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
406.722494,2021-05-21 22:03:46.722,33,0,0,0,0,0,0,35,CAN=406.722494 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
406.773142,2021-05-21 22:03:46.773,34,0,0,0,251,48,0,0,CAN=406.773142 Rx 0 $703 D 8 22 00 00 00 FB 30 00 00 
406.824127,2021-05-21 22:03:46.824,35,11,49,0,0,7,49,0,CAN=406.824127 Rx 0 $703 D 8 23 0B 31 00 00 07 31 00 
406.875129,2021-05-21 22:03:46.875,36,0,226,48,0,0,224,48,CAN=406.875129 Rx 0 $703 D 8 24 00 E2 30 00 00 E0 30 
406.926125,2021-05-21 22:03:46.926,37,0,0,230,48,0,0,25,CAN=406.926125 Rx 0 $703 D 8 25 00 00 E6 30 00 00 19 
406.977123,2021-05-21 22:03:46.977,38,0,0,0,25,0,0,0,CAN=406.977123 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
407.028115,2021-05-21 22:03:47.028,39,25,0,0,0,151,5,0,CAN=407.028115 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
407.079114,2021-05-21 22:03:47.079,40,0,150,5,0,0,151,5,CAN=407.079114 Rx 0 $703 D 8 28 00 96 05 00 00 97 05 
407.130112,2021-05-21 22:03:47.130,41,0,0,25,0,0,0,25,CAN=407.130112 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
407.181111,2021-05-21 22:03:47.181,42,0,0,0,25,0,0,0,CAN=407.181111 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
407.285804,2021-05-21 22:03:47.285,16,76,113,0,0,65,0,0,CAN=407.285804 Rx 0 $703 D 8 10 4C 71 00 00 41 00 00 
407.287344,2021-05-21 22:03:47.287,33,0,0,0,0,0,0,35,CAN=407.287344 Rx 0 $703 D 8 21 00 00 00 00 00 00 23 
407.338102,2021-05-21 22:03:47.338,34,0,0,0,253,48,0,0,CAN=407.338102 Rx 0 $703 D 8 22 00 00 00 FD 30 00 00 
407.389089,2021-05-21 22:03:47.389,35,6,49,0,0,7,49,0,CAN=407.389089 Rx 0 $703 D 8 23 06 31 00 00 07 31 00 
407.440087,2021-05-21 22:03:47.440,36,0,222,48,0,0,220,48,CAN=407.440087 Rx 0 $703 D 8 24 00 DE 30 00 00 DC 30 
407.491085,2021-05-21 22:03:47.491,37,0,0,228,48,0,0,25,CAN=407.491085 Rx 0 $703 D 8 25 00 00 E4 30 00 00 19 
407.542086,2021-05-21 22:03:47.542,38,0,0,0,25,0,0,0,CAN=407.542086 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
407.593078,2021-05-21 22:03:47.593,39,25,0,0,0,151,5,0,CAN=407.593078 Rx 0 $703 D 8 27 19 00 00 00 97 05 00 
407.644077,2021-05-21 22:03:47.644,40,0,150,5,0,0,151,5,CAN=407.644077 Rx 0 $703 D 8 28 00 96 05 00 00 97 05 
407.695072,2021-05-21 22:03:47.695,41,0,0,25,0,0,0,25,CAN=407.695072 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
407.746073,2021-05-21 22:03:47.746,42,0,0,0,25,0,0,0,CAN=407.746073 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
410.955554,2021-05-21 22:03:50.955,16,76,113,0,0,65,3,0,CAN=410.955554 Rx 0 $703 D 8 10 4C 71 00 00 41 03 00 
410.95708,2021-05-21 22:03:50.957,33,0,0,2,0,0,0,1,CAN=410.95708 Rx 0 $703 D 8 21 00 00 02 00 00 00 01 
411.00785,2021-05-21 22:03:51.007,34,0,0,0,33,49,0,0,CAN=411.00785 Rx 0 $703 D 8 22 00 00 00 21 31 00 00 
411.058841,2021-05-21 22:03:51.058,35,14,49,0,0,14,49,0,CAN=411.058841 Rx 0 $703 D 8 23 0E 31 00 00 0E 31 00 
411.109843,2021-05-21 22:03:51.109,36,0,208,48,0,0,217,48,CAN=411.109843 Rx 0 $703 D 8 24 00 D0 30 00 00 D9 30 
411.160838,2021-05-21 22:03:51.160,37,0,0,226,48,0,0,25,CAN=411.160838 Rx 0 $703 D 8 25 00 00 E2 30 00 00 19 
411.211838,2021-05-21 22:03:51.211,38,0,0,0,25,0,0,0,CAN=411.211838 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
411.262832,2021-05-21 22:03:51.262,39,25,0,0,0,148,5,0,CAN=411.262832 Rx 0 $703 D 8 27 19 00 00 00 94 05 00 
411.313827,2021-05-21 22:03:51.313,40,0,150,5,0,0,150,5,CAN=411.313827 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
411.364825,2021-05-21 22:03:51.364,41,0,0,25,0,0,0,25,CAN=411.364825 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
411.415826,2021-05-21 22:03:51.415,42,0,0,0,25,0,0,0,CAN=411.415826 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
411.520716,2021-05-21 22:03:51.520,16,76,113,0,0,65,3,0,CAN=411.520716 Rx 0 $703 D 8 10 4C 71 00 00 41 03 00 
411.52206,2021-05-21 22:03:51.522,33,0,0,2,0,0,0,1,CAN=411.52206 Rx 0 $703 D 8 21 00 00 02 00 00 00 01 
411.572812,2021-05-21 22:03:51.572,34,0,0,0,33,49,0,0,CAN=411.572812 Rx 0 $703 D 8 22 00 00 00 21 31 00 00 
411.623803,2021-05-21 22:03:51.623,35,14,49,0,0,14,49,0,CAN=411.623803 Rx 0 $703 D 8 23 0E 31 00 00 0E 31 00 
411.674805,2021-05-21 22:03:51.674,36,0,208,48,0,0,217,48,CAN=411.674805 Rx 0 $703 D 8 24 00 D0 30 00 00 D9 30 
411.7258,2021-05-21 22:03:51.725,37,0,0,226,48,0,0,25,CAN=411.7258 Rx 0 $703 D 8 25 00 00 E2 30 00 00 19 
411.7768,2021-05-21 22:03:51.776,38,0,0,0,25,0,0,0,CAN=411.7768 Rx 0 $703 D 8 26 00 00 00 19 00 00 00 
411.827794,2021-05-21 22:03:51.827,39,25,0,0,0,148,5,0,CAN=411.827794 Rx 0 $703 D 8 27 19 00 00 00 94 05 00 
411.878789,2021-05-21 22:03:51.878,40,0,150,5,0,0,150,5,CAN=411.878789 Rx 0 $703 D 8 28 00 96 05 00 00 96 05 
411.929787,2021-05-21 22:03:51.929,41,0,0,25,0,0,0,25,CAN=411.929787 Rx 0 $703 D 8 29 00 00 19 00 00 00 19 
411.980788,2021-05-21 22:03:51.980,42,0,0,0,25,0,0,0,CAN=411.980788 Rx 0 $703 D 8 2A 00 00 00 19 00 00 00 
412.085477,2021-05-21 22:03:52.085,16,76,113,0,0,65,3,0,CAN=412.085477 Rx 0 $703 D 8 10 4C 71 00 00 41 03 00 
412.086916,2021-05-21 22:03:52.086,33,0,0,2,0,0,0,1,CAN=412.086916 Rx 0 $703 D 8 21 00 00 02 00 00 00 01 
412.137775,2021-05-21 22:03:52.137,34,0,0,0,29,49,0,0,CAN=412.137775 Rx 0 $703 D 8 22 00 00 00 1D 31 00 00 
412.188769,2021-05-21 22:03:52.188,35,13,49,0,0,13,49,0,CAN=412.188769 Rx 0 $703 D 8 23 0D 31 00 00 0D 31 00 
